Index,globalInd,opt,timeOpt,locOpt,catOpt,modelOpt,encDim,denom,C,penalty,class_weight,objmean,objsd,meantop5,sdtop5,meanbottom5,sdbottom5,meantime,long5time,bestobj,wf1top5,acctop5
73,463,1,cyclic,zone,WTE,LR,,,3.1555761159728086,l2,,0.945684917967978,0.0615915634293476,0.9758054951571458,0.0001767992075508,0.8071555643407787,0.013667390669354,0.28,2.8,0.976082229689662,0.5111873405974495,0.9758054951571458
74,464,1,cyclic,zone,onehot,LR,,,5.000030989602351,l2,,0.9514172761415298,0.0520286425942921,0.977347301838308,0.000108266961357,0.8362917572642814,0.0125448039367241,0.96,3.8,0.9774659023522436,0.5642560484243356,0.977347301838308
75,465,1,raw,2dpos,5FTE,LR,16.0,5000.0,16.92526949120454,l1,,0.9437912630954732,0.0633792279794481,0.9768728997825658,0.0,0.8089345720498123,0.0063108278393744,0.7,3.2,0.9768728997825658,0.5551330798479087,0.9768728997825658
76,466,1,raw,2dpos,WTE,LR,16.0,5000.0,57.46908742454347,l2,,0.9417552876062464,0.0653473431268822,0.9768728997825658,0.0,0.8082229689661988,0.0204006865785734,0.42,3.2,0.9768728997825658,0.5551330798479087,0.9768728997825658
77,467,1,raw,2dpos,onehot,LR,16.0,5000.0,184.16506696850112,l1,,0.946218620280688,0.0602826072554204,0.9769519667918564,0.000108266961357,0.8230084997034988,0.008757362864829,1.18,3.8,0.9770705673057916,0.5559806112675238,0.9769519667918564
78,468,1,raw,elliptic,5FTE,LR,,,24.394713684928128,l2,,0.9424747973907888,0.0608870256958049,0.97568689464321,0.0,0.8227317651709823,0.0144096777340487,1.56,4.0,0.97568689464321,0.5138339920948617,0.97568689464321
79,469,1,raw,elliptic,WTE,LR,,,8966.701086122195,l1,,0.945724451472623,0.0577526862493878,0.97568689464321,0.0,0.8283850563352442,0.010490727771599,1.34,3.0,0.97568689464321,0.5138339920948617,0.97568689464321
80,470,1,raw,elliptic,onehot,LR,,,22.763102668205093,l2,,0.9462067602292944,0.0568350095718377,0.97568689464321,0.0,0.8328523423601503,0.0008906013303869,1.36,3.6,0.97568689464321,0.5138339920948617,0.97568689464321
81,471,1,raw,polar,5FTE,LR,,,1189.0674057054723,l2,,0.9471160308361336,0.055379057181378,0.97568689464321,0.0,0.8298082625024709,0.0160762159351577,0.22,2.2,0.97568689464321,0.5176470588235295,0.97568689464321
82,472,1,raw,polar,WTE,LR,,,7626.154726331592,l2,,0.949954536469658,0.0534559332826941,0.97568689464321,0.0,0.830243131053568,0.0099576179732313,0.34,2.4,0.97568689464321,0.5176470588235295,0.97568689464321
83,473,1,raw,polar,onehot,LR,,,3128.0446424778943,l2,,0.944617513342558,0.0575574635965818,0.97568689464321,0.0,0.8271199841865983,0.0131702060015447,0.26,2.2,0.97568689464321,0.5176470588235295,0.97568689464321
84,474,1,raw,raw,5FTE,LR,,,1395.1022611822073,l1,,0.9451037754496936,0.0562239866511044,0.9745799565131448,0.000108266961357,0.8319035382486657,0.008022720639151,1.7,4.0,0.9746985570270804,0.5003830724218019,0.9745799565131448
85,475,1,raw,raw,WTE,LR,,,4.383806454538007,l2,,0.938719114449496,0.0632680714358646,0.9754892271199844,1.2412670766236366e-16,0.8169994069974302,0.0229696126067871,0.44,3.2,0.9754892271199842,0.5067476755128928,0.9754892271199844
86,476,1,raw,raw,onehot,LR,,,4.98793759641013,l2,,0.9441391579363512,0.0644881882510287,0.9755287606246296,8.839960377543491e-05,0.7935955722474797,0.0074688510824179,0.36,3.0,0.97568689464321,0.5083412382217163,0.9755287606246296
87,477,1,raw,zone,5FTE,LR,,,7.218702925573574,l2,,0.947851354022534,0.0606108287725365,0.9750543585688872,8.839960377548457e-05,0.7969954536469659,0.0056741253585322,0.44,3.6,0.9750938920735324,0.4924539744248811,0.9750543585688872
88,478,1,raw,zone,WTE,LR,,,5.296940239859573,l2,,0.9303380114647164,0.1408263330680216,0.9750938920735324,0.0001976675232259,0.6542004348685511,0.3465750575345196,0.32,2.2,0.9752915595967584,0.4956390680250884,0.9750938920735324
89,479,1,raw,zone,onehot,LR,,,310.5106746747219,l1,,0.952401660407195,0.0502927649904004,0.9768728997825658,0.0,0.8452263293140936,0.003980436957027535,1.86,3.8,0.9768728997825658,0.5517241379310345,0.9768728997825658
